time;DNI;DHI;gamma;psi
1054;0;0;0;123.74
1055;0;0;0;142.06
1056;0;0;0;164.71
1057;0;0;0;-170.17
1058;0;0;0;-146.83
1059;0;0;0;-127.62
1060;0;0;0;-112.21
1061;0;0;0;-99.31
1062;0;0;0;-87.76
1063;0;0;0;-76.72
1064;385;36;3.04;-65.5
1065;559;66;11.55;-53.55
1066;613;95;18.78;-40.41
1067;522;133;24.18;-25.84
1068;378;170;27.23;-10
1069;430;157;27.53;6.44
1070;404;127;25.06;22.48
1071;198;110;20.13;37.36
1072;223;61;13.25;50.8
1073;161;14;4.98;62.98
1074;0;0;0;74.31
1075;0;0;0;85.34
1076;0;0;0;96.71
1077;0;0;0;109.24
1078;0;0;0;123.99
1079;0;0;0;142.27
1080;0;0;0;164.81
1081;0;0;0;-170.23
1082;0;0;0;-147.01
1083;0;0;0;-127.86
1084;0;0;0;-112.46
1085;0;0;0;-99.55
1086;0;0;0;-87.99
1087;0;0;0;-76.94
1088;409;36;3.3;-65.7
1089;569;66;11.83;-53.73
1090;652;84;19.08;-40.56
1091;612;105;24.5;-25.94
1092;521;127;27.56;-10.03
1093;457;139;27.86;6.47
1094;333;133;25.38;22.58
1095;231;97;20.43;37.51
1096;222;49;13.53;50.99
1097;122;13;5.24;63.18
1098;0;0;0;74.53
1099;0;0;0;85.58
1100;0;0;0;96.96
1101;0;0;0;109.49
1102;0;0;0;124.24
1103;0;0;0;142.49
1104;0;0;0;164.92
1105;0;0;0;-170.28
1106;0;0;0;-147.19
1107;0;0;0;-128.1
1108;0;0;0;-112.71
1109;0;0;0;-99.79
1110;0;0;0;-88.22
1111;0;0;0;-77.15
1112;199;55;3.57;-65.9
1113;201;123;12.12;-53.91
1114;255;160;19.38;-40.71
1115;273;164;24.82;-26.04
1116;232;175;27.89;-10.07
1117;167;179;28.2;6.51
1118;143;136;25.7;22.69
1119;203;83;20.73;37.67
1120;176;49;13.81;51.17
1121;73;15;5.5;63.39
1122;0;0;0;74.76
1123;0;0;0;85.82
1124;0;0;0;97.21
1125;0;0;0;109.75
1126;0;0;0;124.5
1127;0;0;0;142.71
1128;0;0;0;165.03
1129;0;0;0;-170.33
1130;0;0;0;-147.37
1131;0;0;0;-128.34
1132;0;0;0;-112.96
1133;0;0;0;-100.03
1134;0;0;0;-88.45
1135;0;0;0;-77.37
1136;16;34;3.84;-66.1
1137;11;47;12.41;-54.09
1138;21;73;19.69;-40.86
1139;37;97;25.15;-26.14
1140;168;127;28.23;-10.1
1141;214;158;28.53;6.55
1142;76;129;26.03;22.8
1143;41;78;21.03;37.83
1144;29;36;14.09;51.37
1145;1;9;5.76;63.61
1146;0;0;0;74.99
1147;0;0;0;86.06
1148;0;0;0;97.47
1149;0;0;0;110.02
1150;0;0;0;124.77
1151;0;0;0;142.93
1152;0;0;0;165.15
1153;0;0;0;-170.37
1154;0;0;0;-147.54
1155;0;0;0;-128.57
1156;0;0;0;-113.2
1157;0;0;0;-100.27
1158;0;0;0;-88.68
1159;0;0;0;-77.58
1160;1;18;4.12;-66.3
1161;1;51;12.7;-54.27
1162;2;90;20;-41
1163;5;104;25.48;-26.24
1164;4;109;28.57;-10.14
1165;2;95;28.87;6.6
1166;1;57;26.35;22.91
1167;13;51;21.34;37.99
1168;13;41;14.38;51.56
1169;0;12;6.03;63.83
1170;0;0;0;75.22
1171;0;0;0;86.3
1172;0;0;0;97.73
1173;0;0;0;110.29
1174;0;0;0;125.03
1175;0;0;0;143.16
1176;0;0;0;165.26
1177;0;0;0;-170.41
1178;0;0;0;-147.71
1179;0;0;0;-128.79
1180;0;0;0;-113.44
1181;0;0;0;-100.51
1182;0;0;0;-88.91
1183;0;0;0;-77.8
1184;7;36;4.4;-66.5
1185;21;89;13;-54.45
1186;141;142;20.32;-41.15
1187;220;158;25.81;-26.34
1188;302;134;28.91;-10.16
1189;363;127;29.22;6.64
1190;255;135;26.68;23.03
1191;141;112;21.64;38.16
1192;54;64;14.66;51.77
1193;9;18;6.29;64.05
1194;0;1;0;75.46
1195;0;0;0;86.55
1196;0;0;0;97.99
1197;0;0;0;110.56
1198;0;0;0;125.3
1199;0;0;0;143.39
1200;0;0;0;165.39
1201;0;0;0;-170.44
1202;0;0;0;-147.87
1203;0;0;0;-129.02
1204;0;0;0;-113.69
1205;0;0;0;-100.75
1206;0;0;0;-89.14
1207;0;0;0;-78.01
1208;13;48;4.69;-66.71
1209;43;104;13.3;-54.63
1210;93;115;20.64;-41.3
1211;302;117;26.15;-26.43
1212;482;126;29.26;-10.19
1213;452;127;29.56;6.7
1214;403;119;27.01;23.15
1215;261;98;21.95;38.34
1216;82;64;14.95;51.97
1217;13;21;6.56;64.28
1218;0;1;0;75.7
1219;0;0;0;86.81
1220;0;0;0;98.26
1221;0;0;0;110.84
1222;0;0;0;125.58
1223;0;0;0;143.63
1224;0;0;0;165.51
1225;0;0;0;-170.47
1226;0;0;0;-148.03
1227;0;0;0;-129.24
1228;0;0;0;-113.92
1229;0;0;0;-100.98
1230;0;0;0;-89.36
1231;0;0;0;-78.23
1232;0;13;4.98;-66.9
1233;0;32;13.6;-54.81
1234;1;66;20.96;-41.44
1235;14;144;26.49;-26.53
1236;71;215;29.61;-10.21
1237;179;217;29.91;6.76
1238;414;146;27.34;23.28
1239;557;79;22.26;38.52
1240;349;55;15.23;52.19
1241;85;22;6.82;64.51
1242;0;1;0;75.94
1243;0;0;0;87.07
1244;0;0;0;98.53
1245;0;0;0;111.12
1246;0;0;0;125.85
1247;0;0;0;143.86
1248;0;0;0;165.64
1249;0;0;0;-170.49
1250;0;0;0;-148.18
1251;0;0;0;-129.46
1252;0;0;0;-114.16
1253;0;0;0;-101.22
1254;0;0;0;-89.59
1255;0;0;0;-78.44
1256;97;43;5.27;-67.1
1257;219;94;13.91;-54.99
1258;358;127;21.29;-41.59
1259;426;144;26.84;-26.62
1260;352;183;29.97;-10.23
1261;249;208;30.26;6.82
1262;129;183;27.68;23.42
1263;50;123;22.57;38.7
1264;78;59;15.52;52.4
1265;56;15;7.09;64.74
1266;0;1;0;76.19
1267;0;0;0;87.33
1268;0;0;0;98.8
1269;0;0;0;111.4
1270;0;0;0;126.13
1271;0;0;0;144.1
1272;0;0;0;165.78
1273;0;0;0;-170.51
1274;0;0;0;-148.33
1275;0;0;0;-129.67
1276;0;0;0;-114.39
1277;0;0;0;-101.45
1278;0;0;0;-89.81
1279;0;0;0;-78.66
1280;44;74;5.57;-67.3
1281;102;147;14.23;-55.16
1282;160;185;21.62;-41.73
1283;177;204;27.18;-26.71
1284;317;188;30.32;-10.25
1285;475;155;30.61;6.88
1286;491;145;28.01;23.55
1287;531;100;22.89;38.89
1288;434;54;15.8;52.62
1289;154;21;7.36;64.98
1290;0;2;0;76.45
1291;0;0;0;87.59
1292;0;0;0;99.08
1293;0;0;0;111.69
1294;0;0;0;126.41
1295;0;0;0;144.34
1296;0;0;0;165.92
1297;0;0;0;-170.53
1298;0;0;0;-148.48
1299;0;0;0;-129.88
1300;0;0;0;-114.62
1301;0;0;0;-101.68
1302;0;0;0;-90.04
1303;169;18;0;-78.87
1304;422;55;5.87;-67.5
1305;381;122;14.54;-55.34
1306;224;191;21.96;-41.87
1307;140;223;27.54;-26.8
1308;88;232;30.68;-10.26
1309;51;204;30.97;6.95
1310;8;149;28.35;23.7
1311;1;88;23.2;39.09
1312;19;45;16.09;52.85
1313;19;18;7.62;65.23
1314;0;1;0;76.71
1315;0;0;0;87.86
1316;0;0;0;99.36
1317;0;0;0;111.97
1318;0;0;0;126.7
1319;0;0;0;144.59
1320;0;0;0;166.06
1321;0;0;0;-170.54
1322;0;0;0;-148.62
1323;0;0;0;-130.09
1324;0;0;0;-114.85
1325;0;0;0;-101.91
1326;0;0;0;-90.26
1327;1;11;0;-79.08
1328;1;35;6.18;-67.7
1329;0;57;14.86;-55.52
1330;1;79;22.3;-42.02
1331;1;87;27.89;-26.88
1332;0;57;31.05;-10.27
1333;0;35;31.33;7.03
1334;66;89;28.69;23.85
1335;132;123;23.51;39.29
1336;156;74;16.38;53.08
1337;90;22;7.89;65.48
1338;0;2;0;76.97
1339;0;0;0;88.13
1340;0;0;0;99.64
1341;0;0;0;112.27
1342;0;0;0;126.98
1343;0;0;0;144.84
1344;0;0;0;166.2
1345;0;0;0;-170.54
1346;0;0;0;-148.75
1347;0;0;0;-130.29
1348;0;0;0;-115.08
1349;0;0;0;-102.14
1350;0;0;0;-90.48
1351;43;22;0;-79.29
1352;253;65;6.49;-67.9
1353;497;96;15.19;-55.69
1354;590;114;22.64;-42.16
1355;588;133;28.25;-26.97
1356;583;146;31.41;-10.28
1357;481;164;31.69;7.1
1358;260;170;29.03;24
1359;157;148;23.83;39.49
1360;95;94;16.67;53.32
1361;14;28;8.16;65.73
1362;0;2;0;77.23
1363;0;0;0;88.41
1364;0;0;0;99.93
1365;0;0;0;112.56
1366;0;0;0;127.27
1367;0;0;0;145.08
1368;0;0;0;166.34
1369;0;0;0;-170.55
1370;0;0;0;-148.88
1371;0;0;0;-130.49
1372;0;0;0;-115.3
1373;0;0;0;-102.37
1374;0;0;0;-90.7
1375;129;15;0;-79.51
1376;266;64;6.8;-68.1
1377;388;99;15.52;-55.87
1378;455;110;22.98;-42.3
1379;337;164;28.61;-27.05
1380;197;220;31.78;-10.29
1381;204;216;32.05;7.18
1382;288;177;29.37;24.16
1383;292;125;24.14;39.7
1384;351;68;16.96;53.56
1385;206;23;8.42;65.99
1386;0;2;0;77.5
1387;0;0;0;88.69
1388;0;0;0;100.21
1389;0;0;0;112.86
1390;0;0;0;127.57
1391;0;0;0;145.34
1392;0;0;0;166.49
1393;0;0;0;-170.54
1394;0;0;0;-149.01
1395;0;0;0;-130.69
1396;0;0;0;-115.53
1397;0;0;0;-102.59
1398;0;0;0;-90.92
1399;22;20;0;-79.72
1400;91;79;7.11;-68.29
1401;107;136;15.85;-56.05
1402;151;166;23.33;-42.44
1403;251;197;28.98;-27.14
1404;333;210;32.15;-10.29
1405;273;223;32.41;7.27
1406;115;195;29.72;24.32
1407;171;123;24.46;39.91
1408;245;73;17.25;53.8
1409;111;29;8.69;66.25
1410;0;3;0;77.77
1411;0;0;0;88.97
1412;0;0;0;100.51
1413;0;0;0;113.16
1414;0;0;0;127.86
1415;0;0;0;145.59
1416;0;0;0;166.64
1417;0;0;0;-170.54
1418;0;0;0;-149.13
1419;0;0;0;-130.88
1420;0;0;0;-115.75
1421;0;0;0;-102.82
1422;0;0;0;-91.14
1423;2;18;0;-79.93
1424;3;50;7.43;-68.49
1425;2;59;16.18;-56.22
1426;291;87;23.68;-42.58
1427;467;117;29.34;-27.22
1428;451;132;32.53;-10.29
1429;359;174;32.78;7.36
1430;247;181;30.06;24.48
1431;350;124;24.78;40.13
1432;373;66;17.54;54.05
1433;187;28;8.96;66.51
1434;0;3;0;78.05
1435;0;0;0;89.26
1436;0;0;0;100.8
1437;0;0;0;113.46
1438;0;0;0;128.15
1439;0;0;0;145.84
1440;0;0;0;166.8
1441;0;0;0;-170.53
1442;0;0;0;-149.25
1443;0;0;0;-131.07
1444;0;0;0;-115.96
1445;0;0;0;-103.04
1446;0;0;0;-91.36
1447;192;22;0;-80.14
1448;430;65;7.75;-68.69
1449;428;116;16.52;-56.4
1450;195;146;24.04;-42.72
1451;5;111;29.71;-27.3
1452;0;67;32.9;-10.29
1453;0;49;33.15;7.45
1454;2;36;30.41;24.66
1455;4;26;25.09;40.36
1456;2;14;17.83;54.3
1457;0;8;9.23;66.78
1458;0;2;0;78.33
1459;0;0;0;89.54
1460;0;0;0;101.1
1461;0;0;0;113.76
1462;0;0;0;128.45
1463;0;0;0;146.1
1464;0;0;0;166.95
1465;0;0;0;-170.52
1466;0;0;0;-149.37
1467;0;0;0;-131.26
1468;0;0;0;-116.18
1469;0;0;0;-103.26
1470;0;0;0;-91.58
1471;0;0;0;-80.35
1472;0;16;8.08;-68.88
1473;0;32;16.86;-56.57
1474;0;45;24.39;-42.85
1475;0;62;30.08;-27.38
1476;1;115;33.28;-10.29
1477;26;183;33.52;7.55
1478;95;189;30.76;24.83
1479;289;131;25.41;40.58
1480;354;75;18.12;54.56
1481;135;32;9.49;67.05
1482;0;4;0.06;78.61
1483;0;0;0;89.83
1484;0;0;0;101.4
1485;0;0;0;114.07
1486;0;0;0;128.75
1487;0;0;0;146.36
1488;0;0;0;167.11
1489;0;0;0;-170.51
1490;0;0;0;-149.48
1491;0;0;0;-131.44
1492;0;0;0;-116.39
1493;0;0;0;-103.48
1494;0;0;0;-91.8
1495;8;27;0;-80.56
1496;33;84;8.41;-69.08
1497;102;151;17.2;-56.75
1498;120;199;24.75;-42.99
1499;139;225;30.46;-27.46
1500;239;225;33.66;-10.28
1501;344;195;33.89;7.65
1502;336;169;31.1;25.01
1503;277;139;25.73;40.82
1504;222;92;18.4;54.82
1505;80;38;9.76;67.33
1506;0;4;0.31;78.89
1507;0;0;0;90.13
1508;0;0;0;101.7
1509;0;0;0;114.37
1510;0;0;0;129.05
1511;0;0;0;146.61
1512;0;0;0;167.26
1513;0;0;0;-170.49
1514;0;0;0;-149.59
1515;0;0;0;-131.62
1516;0;0;0;-116.6
1517;0;0;0;-103.7
1518;0;0;0;-92.01
1519;46;31;0;-80.76
1520;145;87;8.74;-69.28
1521;306;131;17.54;-56.92
1522;273;164;25.12;-43.13
1523;134;167;30.84;-27.53
1524;91;168;34.04;-10.27
1525;39;164;34.26;7.76
1526;20;99;31.45;25.2
1527;4;48;26.05;41.05
1528;1;29;18.69;55.08
1529;0;9;10.03;67.61
1530;0;1;0.57;79.18
1531;0;0;0;90.42
1532;0;0;0;102
1533;0;0;0;114.68
1534;0;0;0;129.35
1535;0;0;0;146.87
1536;0;0;0;167.42
1537;0;0;0;-170.47
1538;0;0;0;-149.69
1539;0;0;0;-131.8
1540;0;0;0;-116.81
1541;0;0;0;-103.91
1542;0;0;0;-92.23
1543;0;0;0;-80.97
1544;0;11;9.07;-69.47
1545;0;23;17.89;-57.1
1546;2;61;25.48;-43.27
1547;2;74;31.22;-27.61
1548;1;70;34.43;-10.26
1549;150;133;34.64;7.86
1550;337;140;31.8;25.39
1551;228;94;26.36;41.29
1552;46;52;18.98;55.35
1553;6;9;10.29;67.89
1554;0;2;0.82;79.47
1555;0;0;0;90.72
1556;0;0;0;102.31
1557;0;0;0;114.99
1558;0;0;0;129.65
1559;0;0;0;147.13
1560;0;0;0;167.58
1561;0;0;0;-170.45
1562;0;0;0;-149.79
1563;0;0;0;-131.97
1564;0;0;0;-117.01
1565;0;0;0;-104.13
1566;0;0;0;-92.44
1567;4;23;0;-81.18
1568;60;80;9.41;-69.67
1569;287;112;18.24;-57.27
1570;488;126;25.85;-43.4
1571;467;143;31.6;-27.68
1572;351;173;34.82;-10.24
1573;285;192;35.01;7.98
1574;302;171;32.15;25.58
1575;292;134;26.68;41.54
1576;303;81;19.27;55.62
1577;170;33;10.56;68.18
1578;0;5;1.07;79.76
1579;0;0;0;91.02
1580;0;0;0;102.62
1581;0;0;0;115.31
1582;0;0;0;129.96
1583;0;0;0;147.39
1584;0;0;0;167.75
1585;0;0;0;-170.42
1586;0;0;0;-149.89
1587;0;0;0;-132.15
1588;0;0;0;-117.22
1589;0;0;0;-104.34
1590;0;0;0;-92.65
1591;174;31;0.18;-81.38
1592;385;78;9.74;-69.86
1593;491;107;18.59;-57.44
1594;343;142;26.22;-43.54
1595;153;167;31.98;-27.75
1596;108;169;35.2;-10.23
1597;117;185;35.39;8.09
1598;136;173;32.5;25.78
1599;38;110;27;41.79
1600;4;48;19.56;55.9
1601;3;16;10.83;68.46
1602;0;2;1.32;80.06
1603;0;0;0;91.32
1604;0;0;0;102.92
1605;0;0;0;115.62
1606;0;0;0;130.26
1607;0;0;0;147.65
1608;0;0;0;167.91
1609;0;0;0;-170.4
1610;0;0;0;-149.99
1611;0;0;0;-132.31
1612;0;0;0;-117.42
1613;0;0;0;-104.55
1614;0;0;0;-92.86
1615;8;22;0.51;-81.59
1616;28;44;10.08;-70.06
1617;21;65;18.95;-57.62
1618;2;96;26.59;-43.67
1619;2;97;32.37;-27.82
1620;4;90;35.59;-10.21
1621;5;82;35.77;8.21
1622;5;89;32.85;25.98
1623;115;110;27.32;42.04
1624;207;80;19.85;56.18
1625;96;29;11.09;68.75
1626;0;3;1.58;80.36
1627;0;0;0;91.63
1628;0;0;0;103.24
1629;0;0;0;115.93
1630;0;0;0;130.57
1631;0;0;0;147.92
1632;0;0;0;168.07
1633;0;0;0;-170.37
1634;0;0;0;-150.08
1635;0;0;0;-132.48
1636;0;0;0;-117.62
1637;0;0;0;-104.76
1638;0;0;0;-93.07
1639;111;26;0.85;-81.79
1640;279;69;10.42;-70.25
1641;467;102;19.3;-57.79
1642;605;126;26.96;-43.81
1643;641;136;32.75;-27.89
1644;656;138;35.99;-10.18
1645;606;137;36.15;8.34
1646;365;161;33.21;26.19
1647;298;159;27.64;42.3
1648;257;93;20.14;56.46
1649;38;37;11.36;69.05
1650;0;6;1.83;80.66
1651;0;0;0;91.93
1652;0;0;0;103.55
1653;0;0;0;116.25
1654;0;0;0;130.87
1655;0;0;0;148.18
1656;0;0;0;168.24
1657;0;0;0;-170.34
1658;0;0;0;-150.17
1659;0;0;0;-132.64
1660;0;0;0;-117.81
1661;0;0;0;-104.97
1662;0;0;0;-93.28
1663;0;9;1.18;-82
1664;0;23;10.77;-70.44
1665;0;40;19.66;-57.96
1666;6;61;27.33;-43.94
1667;9;88;33.14;-27.96
1668;6;108;36.38;-10.16
1669;6;105;36.53;8.46
1670;11;97;33.56;26.4
1671;8;67;27.96;42.56
1672;0;30;20.42;56.75
1673;0;14;11.62;69.35
1674;0;2;2.08;80.96
1675;0;0;0;92.24
1676;0;0;0;103.86
1677;0;0;0;116.56
1678;0;0;0;131.18
1679;0;0;0;148.44
1680;0;0;0;168.4
1681;0;0;0;-170.3
1682;0;0;0;-150.25
1683;0;0;0;-132.8
1684;0;0;0;-118.01
1685;0;0;0;-105.18
1686;0;0;0;-93.49
1687;25;27;1.52;-82.2
1688;43;75;11.11;-70.64
1689;61;145;20.02;-58.14
1690;100;199;27.71;-44.08
1691;135;206;33.53;-28.03
1692;97;183;36.77;-10.13
1693;31;175;36.91;8.59
1694;46;172;33.91;26.61
1695;47;141;28.27;42.83
1696;60;93;20.71;57.04
1697;47;37;11.89;69.64
1698;0;7;2.33;81.26
1699;0;0;0;92.55
1700;0;0;0;104.18
1701;0;0;0;116.88
1702;0;0;0;131.48
1703;0;0;0;148.7
1704;0;0;0;168.57
1705;0;0;0;-170.27
1706;0;0;0;-150.34
1707;0;0;0;-132.96
1708;0;0;0;-118.2
1709;0;0;0;-105.38
1710;0;0;0;-93.7
1711;67;24;1.86;-82.41
1712;250;58;11.46;-70.83
1713;387;91;20.38;-58.31
1714;459;110;28.09;-44.21
1715;425;137;33.92;-28.1
1716;427;138;37.17;-10.11
1717;516;123;37.29;8.73
1718;420;148;34.26;26.83
1719;349;136;28.59;43.09
1720;269;80;21;57.33
1721;144;33;12.15;69.95
1722;0;7;2.58;81.57
1723;0;0;0;92.86
1724;0;0;0;104.49
1725;0;0;0;117.2
1726;0;0;0;131.79
1727;0;0;0;148.96
1728;0;0;0;168.74
1729;0;0;0;-170.23
1730;0;0;0;-150.42
1731;0;0;0;-133.12
1732;0;0;0;-118.39
1733;0;0;0;-105.59
1734;0;0;0;-93.91
1735;260;34;2.2;-82.61
1736;604;65;11.81;-71.02
1737;674;99;20.74;-58.48
1738;545;146;28.47;-44.35
1739;272;223;34.32;-28.17
1740;182;237;37.56;-10.08
1741;257;187;37.67;8.86
1742;291;166;34.61;27.05
1743;244;148;28.91;43.37
1744;121;105;21.28;57.62
1745;97;42;12.41;70.25
1746;0;7;2.83;81.88
1747;0;0;0;93.17
1748;0;0;0;104.81
1749;0;0;0;117.52
1750;0;0;0;132.09
1751;0;0;0;149.22
1752;0;0;0;168.9
1753;0;0;0;-170.2
1754;0;0;0;-150.5
1755;0;0;0;-133.27
1756;0;0;0;-118.58
1757;0;0;0;-105.79
1758;0;0;0;-94.11
1759;97;38;2.54;-82.81
1760;193;95;12.16;-71.22
1761;201;148;21.11;-58.65
1762;262;178;28.85;-44.48
1763;227;155;34.71;-28.23
1764;188;128;37.96;-10.04
1765;263;154;38.05;9
1766;272;165;34.97;27.28
1767;304;120;29.22;43.64
1768;288;70;21.57;57.92
1769;188;34;12.67;70.56
1770;0;8;3.08;82.19
1771;0;0;0;93.49
1772;0;0;0;105.13
1773;0;0;0;117.84
1774;0;0;0;132.4
1775;0;0;0;149.48
1776;0;0;0;169.07
1777;0;0;0;-170.16
1778;0;0;0;-150.58
1779;0;0;0;-133.42
1780;0;0;0;-118.77
1781;0;0;0;-105.99
1782;0;0;0;-94.32
1783;217;38;2.89;-83.02
1784;400;87;12.51;-71.41
1785;387;143;21.47;-58.83
1786;350;186;29.23;-44.61
1787;263;228;35.11;-28.3
1788;222;241;38.36;-10.01
1789;347;232;38.43;9.15
1790;535;175;35.32;27.51
1791;634;103;29.54;43.92
1792;540;75;21.85;58.22
1793;383;38;12.94;70.87
1794;0;9;3.33;82.5
1795;0;0;0;93.8
1796;0;0;0;105.45
1797;0;0;0;118.15
1798;0;0;0;132.7
1799;0;0;0;149.74
1800;0;0;0;169.23
1801;0;0;0;-170.12
1802;0;0;0;-150.65
1803;0;0;0;-133.57
1804;0;0;0;-118.95
1805;0;0;0;-106.19
1806;0;0;0;-94.52
1807;24;41;3.23;-83.22
1808;54;94;12.86;-71.6
1809;141;166;21.84;-59
1810;105;198;29.61;-44.75
1811;26;180;35.5;-28.36
1812;65;210;38.76;-9.97
1813;79;223;38.82;9.29
1814;54;172;35.67;27.74
1815;29;111;29.86;44.2
1816;43;61;22.14;58.53
1817;41;25;13.2;71.18
1818;0;5;3.58;82.81
1819;0;0;0;94.12
1820;0;0;0;105.76
1821;0;0;0;118.47
1822;0;0;0;133.01
1823;0;0;0;150
1824;0;0;0;169.4
1825;0;0;0;-170.08
1826;0;0;0;-150.72
1827;0;0;0;-133.71
1828;0;0;0;-119.14
1829;0;0;0;-106.39
1830;0;0;0;-94.73
1831;15;30;3.58;-83.42
1832;34;87;13.22;-71.8
1833;72;133;22.2;-59.18
1834;148;170;29.99;-44.88
1835;140;220;35.9;-28.43
1836;156;243;39.16;-9.94
1837;355;219;39.2;9.44
1838;461;176;36.02;27.98
1839;246;148;30.17;44.49
1840;38;102;22.42;58.83
1841;18;39;13.46;71.49
1842;0;7;3.83;83.13
1843;0;0;0;94.43
1844;0;0;0;106.08
1845;0;0;0;118.79
1846;0;0;0;133.31
1847;0;0;0;150.26
1848;0;0;0;169.56
1849;0;0;0;-170.04
1850;0;0;0;-150.8
1851;0;0;0;-133.86
1852;0;0;0;-119.32
1853;0;0;0;-106.59
1854;0;0;0;-94.93
1855;6;31;3.92;-83.62
1856;33;73;13.57;-71.99
1857;39;109;22.57;-59.35
1858;24;137;30.38;-45.02
1859;40;182;36.3;-28.49
1860;67;228;39.56;-9.9
1861;94;232;39.58;9.6
1862;106;181;36.37;28.22
1863;60;123;30.48;44.78
1864;13;83;22.7;59.14
1865;18;41;13.72;71.8
1866;0;9;4.08;83.44
1867;0;0;0;94.75
1868;0;0;0;106.4
1869;0;0;0;119.11
1870;0;0;0;133.62
1871;0;0;0;150.51
1872;0;0;0;169.73
1873;0;0;0;-170
1874;0;0;0;-150.86
1875;0;0;0;-134
1876;0;0;0;-119.5
1877;0;0;0;-106.79
1878;0;0;0;-95.13
1879;256;38;4.27;-83.82
1880;196;84;13.93;-72.18
1881;184;138;22.94;-59.52
1882;205;192;30.76;-45.15
1883;311;204;36.7;-28.56
1884;433;203;39.96;-9.86
1885;517;167;39.97;9.75
1886;622;117;36.72;28.46
1887;602;100;30.8;45.07
1888;537;70;22.98;59.45
1889;357;37;13.98;72.12
1890;0;10;4.32;83.76
1891;0;0;0;95.07
1892;0;0;0;106.72
1893;0;0;0;119.43
1894;0;0;0;133.92
1895;0;0;0;150.77
1896;0;0;0;169.89
1897;0;0;0;-169.95
1898;0;0;0;-150.93
1899;0;0;0;-134.14
1900;0;0;0;-119.68
1901;0;0;0;-106.98
1902;0;0;0;-95.33
1903;254;38;4.62;-84.02
1904;379;73;14.28;-72.38
1905;537;99;23.31;-59.7
1906;560;115;31.15;-45.29
1907;372;175;37.09;-28.62
1908;245;227;40.36;-9.81
1909;346;202;40.35;9.91
1910;508;155;37.07;28.71
1911;594;113;31.11;45.37
1912;536;80;23.26;59.77
1913;372;43;14.24;72.44
1914;0;11;4.57;84.08
1915;0;0;0;95.39
1916;0;0;0;107.04
1917;0;0;0;119.74
1918;0;0;0;134.22
1919;0;0;0;151.02
1920;0;0;0;170.05
1921;0;0;0;-169.91
1922;0;0;0;-151
1923;0;0;0;-134.28
1924;0;0;0;-119.85
1925;0;0;0;-107.18
1926;0;0;0;-95.53
1927;1;36;4.97;-84.22
1928;2;80;14.64;-72.57
1929;8;111;23.67;-59.87
1930;10;131;31.53;-45.42
1931;29;190;37.49;-28.68
1932;51;217;40.76;-9.77
1933;56;196;40.73;10.07
1934;68;189;37.42;28.96
1935;43;148;31.42;45.66
1936;16;94;23.54;60.08
1937;31;45;14.49;72.75
1938;0;9;4.82;84.4
1939;0;0;0;95.71
1940;0;0;0;107.36
1941;0;0;0;120.06
1942;0;0;0;134.52
1943;0;0;0;151.27
1944;0;0;0;170.22
1945;0;0;0;-169.87
1946;0;0;0;-151.06
1947;0;0;0;-134.41
1948;0;0;0;-120.03
1949;0;0;0;-107.37
1950;0;0;0;-95.73
1951;21;40;5.32;-84.42
1952;23;91;14.99;-72.76
1953;42;137;24.04;-60.05
1954;182;164;31.92;-45.56
1955;330;160;37.89;-28.75
1956;565;130;41.16;-9.72
1957;762;106;41.11;10.24
1958;651;117;37.77;29.21
1959;530;130;31.73;45.96
1960;427;105;23.82;60.4
1961;279;57;14.75;73.07
1962;105;15;5.06;84.72
1963;0;0;0;96.03
1964;0;0;0;107.68
1965;0;0;0;120.38
1966;0;0;0;134.81
1967;0;0;0;151.52
1968;0;0;0;170.38
1969;0;0;0;-169.83
1970;0;0;0;-151.13
1971;0;0;0;-134.55
1972;0;0;0;-120.2
1973;0;0;0;-107.56
1974;0;0;0;-95.93
1975;538;46;5.67;-84.62
1976;719;71;15.35;-72.96
1977;824;86;24.41;-60.22
1978;882;96;32.3;-45.7
1979;912;101;38.29;-28.81
1980;921;102;41.56;-9.68
1981;910;101;41.5;10.4
1982;879;96;38.12;29.47
1983;819;86;32.04;46.27
1984;710;71;24.1;60.71
1985;527;44;15.01;73.39
1986;207;14;5.31;85.04
1987;0;0;0;96.35
1988;0;0;0;108
1989;0;0;0;120.69
1990;0;0;0;135.11
1991;0;0;0;151.77
1992;0;0;0;170.54
1993;0;0;0;-169.78
1994;0;0;0;-151.19
1995;0;0;0;-134.68
1996;0;0;0;-120.38
1997;0;0;0;-107.75
1998;0;0;0;-96.13
1999;555;47;6.02;-84.82
2000;736;72;15.71;-73.15
2001;837;87;24.78;-60.4
2002;890;96;32.68;-45.84
2003;914;101;38.69;-28.88
2004;919;102;41.96;-9.63
2005;906;100;41.88;10.57
2006;873;95;38.46;29.73
2007;812;85;32.35;46.57
2008;705;70;24.38;61.03
2009;523;44;15.26;73.72
2010;205;14;5.56;85.36
2011;0;0;0;96.66
2012;0;0;0;108.32
2013;0;0;0;121
2014;0;0;0;135.41
2015;0;0;0;152.02
2016;0;0;0;170.69
2017;0;0;0;-169.74
2018;0;0;0;-151.25
2019;0;0;0;-134.81
2020;0;0;0;-120.55
2021;0;0;0;-107.94
2022;221;17;0;-96.33
2023;554;48;6.37;-85.02
2024;731;72;16.06;-73.34
2025;832;87;25.15;-60.58
