id,cx,cy,cz,nx,ny,nz,vertices
1,5.000000000000002,17.39999999999997,5.0,0.0,-1.0,0.0,10.000000000000004;17.39999999999997;0.0;10.000000000000004;17.39999999999997;10.0;0.0;17.39999999999997;10.0;0.0;17.39999999999997;0.0;8.149418266168654;17.39999999999997;0.0;8.149418266168654;17.39999999999997;2.5;9.349418266168655;17.39999999999997;2.5;9.349418266168655;17.39999999999997;0.0;5.391574250545768;17.39999999999997;2.5;6.391574250545768;17.39999999999997;2.5;6.391574250545768;17.39999999999997;1.0;5.391574250545768;17.39999999999997;1.0;1.9528569918556797;17.39999999999997;0.9999999999999997;1.9528569918556797;17.39999999999997;2.4999999999999996;2.9528569918556795;17.39999999999997;2.4999999999999996;2.9528569918556795;17.39999999999997;0.9999999999999997;2.9528569918556795;17.39999999999997;4.199999999999998;1.9528569918556797;17.39999999999997;4.199999999999998;1.9528569918556797;17.39999999999997;5.699999999999999;2.9528569918556795;17.39999999999997;5.699999999999999;5.391574250545768;17.39999999999997;4.199999999999998;5.391574250545768;17.39999999999997;5.699999999999999;6.391574250545768;17.39999999999997;5.699999999999999;6.391574250545768;17.39999999999997;4.199999999999998;2.9528569918556795;17.39999999999997;7.399999999999998;1.9528569918556797;17.39999999999997;7.399999999999998;1.9528569918556797;17.39999999999997;8.899999999999997;2.9528569918556795;17.39999999999997;8.899999999999997;5.391574250545768;17.39999999999997;7.399999999999998;5.391574250545768;17.39999999999997;8.899999999999999;6.391574250545768;17.39999999999997;8.899999999999999;6.391574250545768;17.39999999999997;7.399999999999998
15,8.749418266168654,17.39999999999997,1.25,0.0,-1.0,0.0,8.149418266168654;17.39999999999997;0.0;9.349418266168655;17.39999999999997;0.0;9.349418266168655;17.39999999999997;2.5;8.149418266168654;17.39999999999997;2.5
16,5.891574250545769,17.39999999999997,1.7499999999999998,0.0,-1.0,0.0,6.391574250545768;17.39999999999997;2.5;5.391574250545768;17.39999999999997;2.5;5.391574250545768;17.39999999999997;1.0;6.391574250545768;17.39999999999997;1.0
17,2.4528569918556795,17.39999999999997,1.7499999999999998,0.0,-1.0,0.0,1.9528569918556797;17.39999999999997;2.4999999999999996;1.9528569918556797;17.39999999999997;0.9999999999999997;2.9528569918556795;17.39999999999997;0.9999999999999997;2.9528569918556795;17.39999999999997;2.4999999999999996
18,2.4528569918556795,17.39999999999997,4.949999999999999,0.0,-1.0,0.0,1.9528569918556797;17.39999999999997;4.199999999999998;2.9528569918556795;17.39999999999997;4.199999999999998;2.9528569918556795;17.39999999999997;5.699999999999999;1.9528569918556797;17.39999999999997;5.699999999999999
19,5.891574250545769,17.39999999999997,4.949999999999999,0.0,-1.0,0.0,5.391574250545768;17.39999999999997;5.699999999999999;5.391574250545768;17.39999999999997;4.199999999999998;6.391574250545768;17.39999999999997;4.199999999999998;6.391574250545768;17.39999999999997;5.699999999999999
20,2.4528569918556795,17.39999999999997,8.149999999999997,0.0,-1.0,0.0,1.9528569918556797;17.39999999999997;7.399999999999998;2.9528569918556795;17.39999999999997;7.399999999999998;2.9528569918556795;17.39999999999997;8.899999999999997;1.9528569918556797;17.39999999999997;8.899999999999997
21,5.891574250545769,17.39999999999997,8.149999999999997,0.0,-1.0,0.0,5.391574250545768;17.39999999999997;8.899999999999999;5.391574250545768;17.39999999999997;7.399999999999998;6.391574250545768;17.39999999999997;7.399999999999998;6.391574250545768;17.39999999999997;8.899999999999999
